歌手,歌名,链接
博仔,伤人的爱,https://rapzh.com/songs/4093293
博仔,童话泛滥,https://rapzh.com/songs/4093294
博仔,相遇是场过错,https://rapzh.com/songs/4093295
博仔,回忆里等待,https://rapzh.com/songs/4093296
博仔,离开是种解脱,https://rapzh.com/songs/4093302
博仔,对爱说抱歉,https://rapzh.com/songs/4093316
博仔,你说过的永远 (伴奏),https://rapzh.com/songs/4093320
博仔,余生陪我好不好 (伴奏),https://rapzh.com/songs/4093266
博仔,最美的你我,https://rapzh.com/songs/4093274
博仔,你根本就不爱我,https://rapzh.com/songs/4093283
博仔,离开是种解脱 (伴奏),https://rapzh.com/songs/4093304
莫艳琳,黑白电影,https://rapzh.com/songs/4856443
莫艳琳,爱一点,https://rapzh.com/songs/4856461
莫艳琳,你的背包,https://rapzh.com/songs/4856723
莫艳琳,过火,https://rapzh.com/songs/4974275
莫艳琳,看海,https://rapzh.com/songs/4980574
莫艳琳,带走,https://rapzh.com/songs/5004542
莫艳琳,看海,https://rapzh.com/songs/5052318
莫艳琳,你的背包,https://rapzh.com/songs/5053925
莫艳琳,好男人,https://rapzh.com/songs/5140937
莫艳琳,慢慢快乐,https://rapzh.com/songs/5176321
莫艳琳,爱一点,https://rapzh.com/songs/5184370
莫艳琳,"别了, 耳听爱情的年纪",https://rapzh.com/songs/5186439
莫艳琳,下雨,https://rapzh.com/songs/5198526
莫艳琳,亲爱的，你会想我吗,https://rapzh.com/songs/5199157
莫艳琳,微尘中起舞,https://rapzh.com/songs/5227627
莫艳琳,想哭,https://rapzh.com/songs/5385911
莫艳琳,离心力,https://rapzh.com/songs/5680331
莫艳琳,童话世界,https://rapzh.com/songs/5683045
莫艳琳,顽固独身主义,https://rapzh.com/songs/5683046
莫艳琳,荒岛,https://rapzh.com/songs/5683047
莫艳琳,想什么,https://rapzh.com/songs/5683048
莫艳琳,半句多,https://rapzh.com/songs/5683049
莫艳琳,发了疯,https://rapzh.com/songs/5683050
莫艳琳,坚强,https://rapzh.com/songs/5683051
莫海婧,遗憾,https://rapzh.com/songs/3450850
莫海婧,梦在远方,https://rapzh.com/songs/3450843
莫海婧,水晶球,https://rapzh.com/songs/3450844
莫海婧,默剧,https://rapzh.com/songs/3450846
莫海婧,痴情伤,https://rapzh.com/songs/3450847
莫海婧,来不及,https://rapzh.com/songs/3450848
莫海婧,Alive,https://rapzh.com/songs/3450851
莫海婧,来过,https://rapzh.com/songs/3450853
莫海婧,侧脸,https://rapzh.com/songs/4267723
莫海婧,侧脸 (伴奏),https://rapzh.com/songs/4267725
莫海婧,侧脸 (和声伴奏),https://rapzh.com/songs/4267726
莫海婧,凤凰于飞(live),https://rapzh.com/songs/9723819
莫海婧,不说亏欠(伴奏),https://rapzh.com/songs/9861918
莫海婧,不说亏欠,https://rapzh.com/songs/9861920
莫海婧,世界为你醒来 (好声音接力6),https://rapzh.com/songs/9955016
莫海婧,你不在 (Live),https://rapzh.com/songs/13705280
莫海婧,傻子 (Live),https://rapzh.com/songs/13705282
莫海婧,我们到不了彼岸,https://rapzh.com/songs/13933774
莫海婧,梦想的光,https://rapzh.com/songs/13933775
莫海婧,凤凰于飞 (Live),https://rapzh.com/songs/14531468
莫海婧,天边的梦想,https://rapzh.com/songs/41560486
玖月奇迹（王小玮）,荷花谣,https://rapzh.com/songs/13172818
玖月奇迹（王小玮）,无忧无虑的奔跑,https://rapzh.com/songs/41721990
千竦嫣,有你每天都是晴天 (和声伴奏),https://rapzh.com/songs/3454613
千竦嫣,有你每天都是晴天,https://rapzh.com/songs/3454616
千竦嫣,有你每天都是晴天,https://rapzh.com/songs/3454611
千竦嫣,不念不舍,https://rapzh.com/songs/3454614
千竦嫣,有你每天都是晴天 (和声版伴奏),https://rapzh.com/songs/3454617
千竦嫣,有你每天都是晴天 (伴奏),https://rapzh.com/songs/3454612
千竦嫣,病态爱情 (伴奏),https://rapzh.com/songs/3454625
千竦嫣,寂寞作怪,https://rapzh.com/songs/3454622
千竦嫣,幸福很简单（和声伴奏）,https://rapzh.com/songs/3454630
千竦嫣,有你每天都是晴天 (原版伴奏),https://rapzh.com/songs/3454618
千竦嫣,错词,https://rapzh.com/songs/3454620
千竦嫣,原谅了,https://rapzh.com/songs/3454627
千竦嫣,旧事(伴奏),https://rapzh.com/songs/3454634
千竦嫣,寂寞作怪 (伴奏),https://rapzh.com/songs/3454623
千竦嫣,病态爱情,https://rapzh.com/songs/3454624
千竦嫣,喜欢我,https://rapzh.com/songs/3454626
千竦嫣,原谅了和声伴奏,https://rapzh.com/songs/3454628
千竦嫣,幸福很简单,https://rapzh.com/songs/3454629
千竦嫣,无影无踪,https://rapzh.com/songs/3454631
千竦嫣,旧事,https://rapzh.com/songs/3454633
千竦嫣,灰白色,https://rapzh.com/songs/3454635
千竦嫣,女骑士（女生版）,https://rapzh.com/songs/3454636
千竦嫣,睡够就分手,https://rapzh.com/songs/3454619
千竦嫣,无影无踪 和声伴奏,https://rapzh.com/songs/3454632
高嘉朗,那个男人 (Live),https://rapzh.com/songs/5026168
高嘉朗,蜕变 (纯享版),https://rapzh.com/songs/5108596
高嘉朗,你最珍贵 (Live),https://rapzh.com/songs/5026020
高嘉朗,太阳 (Live),https://rapzh.com/songs/5026167
高嘉朗,开门见山 (纯享版),https://rapzh.com/songs/5108749
高嘉朗,蜕变 (Live),https://rapzh.com/songs/5109225
高嘉朗,为爱而战,https://rapzh.com/songs/5768205
高嘉朗,一场持久爱情的注定,https://rapzh.com/songs/5768526
高嘉朗,我们的天空,https://rapzh.com/songs/5896712
高嘉朗,其实很爱你 (Live),https://rapzh.com/songs/6504944
高嘉朗,Love me,https://rapzh.com/songs/8235312
高嘉朗,可然后呢,https://rapzh.com/songs/8240039
高嘉朗,为爱而战 (伴奏),https://rapzh.com/songs/8761576
高嘉朗,Come Back,https://rapzh.com/songs/9267149
高嘉朗,hongyi,https://rapzh.com/songs/10279561
高嘉朗,hongyi (伴奏),https://rapzh.com/songs/12305779
高嘉朗,No fear in my heart (Live),https://rapzh.com/songs/12305969
高嘉朗,Beginning（起点）,https://rapzh.com/songs/12399428
高嘉朗,各自安好,https://rapzh.com/songs/12456520
高嘉朗,活着,https://rapzh.com/songs/12626781
高嘉朗,各自安好,https://rapzh.com/songs/12964537
高嘉朗,Versace On The Floor + 崇拜 + 当你 + 袖手旁观 + 梦里 + 我可以 + 不哭 + 世界不会轻易崩塌 + 一路上有你 + 终究还是秘密 (纯享版),https://rapzh.com/songs/13134172
高嘉朗,I Need You,https://rapzh.com/songs/13134175
高嘉朗,Christmas Day,https://rapzh.com/songs/14070924
苏诗丁,明日之钥 (伴奏),https://rapzh.com/songs/4721811
苏诗丁,假寐 伴奏,https://rapzh.com/songs/4721817
苏诗丁,我们 (伴奏),https://rapzh.com/songs/4721837
苏诗丁,缘字书,https://rapzh.com/songs/4721840
苏诗丁,还好我们再遇见 (伴奏),https://rapzh.com/songs/4721842
苏诗丁,因风起,https://rapzh.com/songs/4721843
苏诗丁,心弦,https://rapzh.com/songs/4721845
苏诗丁,背影,https://rapzh.com/songs/4721846
苏诗丁,想要Ta,https://rapzh.com/songs/4721849
苏诗丁,明日之钥,https://rapzh.com/songs/4721810
苏诗丁,明日之钥 (和声伴奏),https://rapzh.com/songs/4721812
苏诗丁,假寐,https://rapzh.com/songs/4721813
苏诗丁,诞生日,https://rapzh.com/songs/4721814
苏诗丁,梦乡,https://rapzh.com/songs/4721815
苏诗丁,假寐（新月 mix）,https://rapzh.com/songs/4721816
苏诗丁,诞生日 伴奏,https://rapzh.com/songs/4721818
苏诗丁,梦乡 伴奏,https://rapzh.com/songs/4721819
苏诗丁,假寐（新月 mix） 伴奏,https://rapzh.com/songs/4721820
苏诗丁,LUCIFER,https://rapzh.com/songs/4721821
苏诗丁,即兴关系,https://rapzh.com/songs/4721822
苏诗丁,无缘有故,https://rapzh.com/songs/4721823
苏诗丁,Great Hunger,https://rapzh.com/songs/4721824
苏诗丁,梦幻病,https://rapzh.com/songs/4721825
苏诗丁,独语,https://rapzh.com/songs/4721826
张瑶,冬夏,https://rapzh.com/songs/4721962
张瑶,新年快乐,https://rapzh.com/songs/4721963
张瑶,一万个人里有一万个主角,https://rapzh.com/songs/4721965
张瑶,企业家,https://rapzh.com/songs/4721969
张瑶,有这样一个你,https://rapzh.com/songs/4721970
张瑶,独舞,https://rapzh.com/songs/4721981
张瑶,解药 (伴奏),https://rapzh.com/songs/4721992
张瑶,七天,https://rapzh.com/songs/4721995
张瑶,金鱼,https://rapzh.com/songs/4721998
张瑶,牧羊曲,https://rapzh.com/songs/4722008
张瑶,一万个人里有一万个主角,https://rapzh.com/songs/4721964
张瑶,如果,https://rapzh.com/songs/4721966
张瑶,如果 (伴奏),https://rapzh.com/songs/4721967
张瑶,祝你快乐,https://rapzh.com/songs/4721968
张瑶,不想上班,https://rapzh.com/songs/4721971
张瑶,我以为,https://rapzh.com/songs/4721972
张瑶,流着泪说分手,https://rapzh.com/songs/4721973
张瑶,烟花,https://rapzh.com/songs/4721974
张瑶,天真,https://rapzh.com/songs/4721975
张瑶,我要的幸福,https://rapzh.com/songs/4721976
张瑶,相信爱情,https://rapzh.com/songs/4721977
张瑶,比怀念快乐,https://rapzh.com/songs/4721978
张瑶,心中唯一的花,https://rapzh.com/songs/4721979
张瑶,除非是个梦,https://rapzh.com/songs/4721980
加减乐队,留在你身边,https://rapzh.com/songs/3758764
加减乐队,嘿社会,https://rapzh.com/songs/3758767
加减乐队,生存之道,https://rapzh.com/songs/3758778
加减乐队,汪洋中的一条船,https://rapzh.com/songs/3758780
加减乐队,桀骜,https://rapzh.com/songs/3758768
加减乐队,行者,https://rapzh.com/songs/3758774
加减乐队,桀骜,https://rapzh.com/songs/3758776
加减乐队,行者,https://rapzh.com/songs/3758781
加减乐队,嘿社会,https://rapzh.com/songs/3758770
加减乐队,汪洋中的一条船,https://rapzh.com/songs/3758772
加减乐队,行者,https://rapzh.com/songs/3758775
加减乐队,太多,https://rapzh.com/songs/3758763
加减乐队,SEVEN,https://rapzh.com/songs/6337169
加减乐队,魔音号,https://rapzh.com/songs/6337172
马可,屋檐,https://rapzh.com/songs/2231936
马可,狐狸叫 (方言版),https://rapzh.com/songs/4955202
马可,还有多少个十年,https://rapzh.com/songs/6168923
马可,亲爱的白粒圆,https://rapzh.com/songs/6509134
马可,老街的味,https://rapzh.com/songs/6509135
马可,直立行走,https://rapzh.com/songs/8775741
马可,相见,https://rapzh.com/songs/8793498
马可,杀死艺术家,https://rapzh.com/songs/8793499
马可,九九八十一＋追光使者 (Live),https://rapzh.com/songs/12300504
马可,旗鼓隆咚抢,https://rapzh.com/songs/12825716
马可,宁夏人,https://rapzh.com/songs/16256579
苟瀚中,明天会更好 (群星公益版),https://rapzh.com/songs/2317991
苟瀚中,努力变成你爱的模样,https://rapzh.com/songs/4937317
苟瀚中,不等你 (Live),https://rapzh.com/songs/4949422
苟瀚中,在有你的选择里,https://rapzh.com/songs/5005283
苟瀚中,未写完的小说,https://rapzh.com/songs/5005343
苟瀚中,我很好，你呢,https://rapzh.com/songs/5005359
苟瀚中,可能我还爱你,https://rapzh.com/songs/5005363
苟瀚中,墙角,https://rapzh.com/songs/5005369
苟瀚中,Forever Yours(re:plus remix),https://rapzh.com/songs/5021385
苟瀚中,Byun2,https://rapzh.com/songs/5054475
苟瀚中,逆行，再勇气,https://rapzh.com/songs/5143808
苟瀚中,动画城,https://rapzh.com/songs/5387305
苟瀚中,笑着哭了,https://rapzh.com/songs/5732218
苟瀚中,可你没有,https://rapzh.com/songs/5732391
苟瀚中,我恨你没有,https://rapzh.com/songs/5764859
苟瀚中,我写的那些歌，你到底听过哪一句,https://rapzh.com/songs/5788429
苟瀚中,孤岛,https://rapzh.com/songs/5790339
苟瀚中,先来先走,https://rapzh.com/songs/5879389
苟瀚中,小小 (Live),https://rapzh.com/songs/6011891
苟瀚中,焦糖玛奇朵,https://rapzh.com/songs/6411974
苟瀚中,从前慢,https://rapzh.com/songs/6446638
苟瀚中,凌云,https://rapzh.com/songs/6472384
苟瀚中,你走了以后,https://rapzh.com/songs/6475650
苟瀚中,Are You Ready,https://rapzh.com/songs/7674344
欧阳娜娜,藏,https://rapzh.com/songs/4862196
欧阳娜娜,氧气 (Live),https://rapzh.com/songs/4909118
欧阳娜娜,To Be Happy,https://rapzh.com/songs/4916912
欧阳娜娜,无名浪潮,https://rapzh.com/songs/4920391
欧阳娜娜,女孩,https://rapzh.com/songs/4983370
欧阳娜娜,"Tale As Old As Time (From ""Beauty and the Beast"")",https://rapzh.com/songs/4983404
欧阳娜娜,"A Dream Is a Wish Your Heart Makes (From ""Cinderella"")",https://rapzh.com/songs/4983406
欧阳娜娜,秘语,https://rapzh.com/songs/5021262
欧阳娜娜,未曾许诺的花园,https://rapzh.com/songs/5024120
欧阳娜娜,双子,https://rapzh.com/songs/5030211
欧阳娜娜,蜕变 (纯享版),https://rapzh.com/songs/5108596
欧阳娜娜,Love is Over,https://rapzh.com/songs/4907027
欧阳娜娜,树洞,https://rapzh.com/songs/4920616
欧阳娜娜,The Best For You,https://rapzh.com/songs/4952766
欧阳娜娜,You just made me cry,https://rapzh.com/songs/4983372
欧阳娜娜,"Lied Ohne Worte, Op. 109",https://rapzh.com/songs/4983373
欧阳娜娜,Tell Me You Do Too,https://rapzh.com/songs/4983378
欧阳娜娜,一心一念,https://rapzh.com/songs/4983381
欧阳娜娜,"Can You Feel the Love Tonight (From ""Lion King"")",https://rapzh.com/songs/4983394
欧阳娜娜,To Me,https://rapzh.com/songs/4983396
欧阳娜娜,爱从未离开,https://rapzh.com/songs/5028743
欧阳娜娜,I Don't Gotta Know,https://rapzh.com/songs/5030190
欧阳娜娜,仿生人,https://rapzh.com/songs/5073884
欧阳娜娜,蜕变 (Live),https://rapzh.com/songs/5109225
松崎名央,川べりの家,https://rapzh.com/songs/4411723
松崎名央,きよし、この夜,https://rapzh.com/songs/4411674
松崎名央,大人は知ってる,https://rapzh.com/songs/4411669
松崎名央,ただ残るイメージ,https://rapzh.com/songs/4411679
松崎名央,川べりの家,https://rapzh.com/songs/4411715
松崎名央,東京の空,https://rapzh.com/songs/4411729
松崎名央,金魚をすくう,https://rapzh.com/songs/4411733
松崎名央,大人サンバ,https://rapzh.com/songs/4411746
松崎名央,チロみたい,https://rapzh.com/songs/4411652
松崎名央,桃からはじまる音楽もある,https://rapzh.com/songs/4411657
松崎名央,流星に眠る子供,https://rapzh.com/songs/4411683
松崎名央,空の主張,https://rapzh.com/songs/4411719
松崎名央,愛のキャベツ,https://rapzh.com/songs/4411731
松崎名央,神様々々,https://rapzh.com/songs/4411737
松崎名央,Flower Children,https://rapzh.com/songs/4411749
松崎名央,true colors,https://rapzh.com/songs/4411753
松崎名央,つめたいあたたかい,https://rapzh.com/songs/4411757
松崎名央,あしたに花,https://rapzh.com/songs/4411762
松崎名央,月と细胞,https://rapzh.com/songs/4411764
松崎名央,交差点の置き手纸(album version),https://rapzh.com/songs/4411768
松崎名央,くやしい海,https://rapzh.com/songs/4411774
松崎名央,风になる,https://rapzh.com/songs/4411776
松崎名央,光が生まれる日まで,https://rapzh.com/songs/4411778
松崎名央,How To Be A Sun,https://rapzh.com/songs/4411817
李艺彤,无罪无我,https://rapzh.com/songs/4143441
李艺彤,那好吧,https://rapzh.com/songs/4143440
李艺彤,那好吧 (伴奏),https://rapzh.com/songs/4143454
李艺彤,无罪无我 (伴奏),https://rapzh.com/songs/4143455
李艺彤,无罪无我 (第六届总决选live版),https://rapzh.com/songs/4143543
李艺彤,木偶,https://rapzh.com/songs/4143842
李艺彤,钢铁之翼 (Live版),https://rapzh.com/songs/4143907
李艺彤,人间规则 (Live),https://rapzh.com/songs/4144011
李艺彤,人鱼 (Live),https://rapzh.com/songs/4144059
李艺彤,关不掉 (live),https://rapzh.com/songs/4144158
李艺彤,入海云,https://rapzh.com/songs/4346011
李艺彤,入海云 (伴奏),https://rapzh.com/songs/4346013
李艺彤,下次旅行,https://rapzh.com/songs/4346016
李艺彤,夏之回忆,https://rapzh.com/songs/4346018
李艺彤,夏の思い出,https://rapzh.com/songs/4346020
李艺彤,下次旅行 (伴奏),https://rapzh.com/songs/4346022
李艺彤,夏之回忆 (伴奏),https://rapzh.com/songs/4346024
李艺彤,就差一点点,https://rapzh.com/songs/4346027
李艺彤,那好吧,https://rapzh.com/songs/4346030
李艺彤,人间规则,https://rapzh.com/songs/4346032
李艺彤,Like A Star,https://rapzh.com/songs/4346034
李艺彤,木偶,https://rapzh.com/songs/4346037
李艺彤,Love & Pride,https://rapzh.com/songs/4346039
李艺彤,一首对唱,https://rapzh.com/songs/4346042
马苏,你真的太棒了,https://rapzh.com/songs/4797500
马苏,此生遇见,https://rapzh.com/songs/41661366
国本剛章,"マップ [Victory Run -栄光の13,000キロ-]",https://rapzh.com/songs/4770683
国本剛章,"BGM 2 [Victory Run -栄光の13,000キロ-]",https://rapzh.com/songs/4770685
国本剛章,"BGM 3 [Victory Run -栄光の13,000キロ-]",https://rapzh.com/songs/4770686
国本剛章,"BGM 4 [Victory Run -栄光の13,000キロ-]",https://rapzh.com/songs/4770687
国本剛章,"BGM 1 [Victory Run -栄光の13,000キロ-]",https://rapzh.com/songs/4770684
国本剛章,フルパワーアップBGM [STAR SOLDIER],https://rapzh.com/songs/7144283
国本剛章,SCENE 1(列車) (シューベルト「軍隊行進曲」より) [CHALLENGER],https://rapzh.com/songs/11344898
国本剛章,SCENE 2 (フィールド) [CHALLENGER],https://rapzh.com/songs/11344899
国本剛章,デンジャー~ミス(トレイン) [CHALLENGER],https://rapzh.com/songs/11344903
国本剛章,SCENE 4 (ラストステージ) [CHALLENGER],https://rapzh.com/songs/11344905
国本剛章,SCENE 3 (洞窟) [CHALLENGER],https://rapzh.com/songs/11344906
国本剛章,メインBGM [STAR SOLDIER],https://rapzh.com/songs/11344907
国本剛章,ラザロ~ボーナス~1UP [STAR SOLDIER],https://rapzh.com/songs/11344908
国本剛章,コングラッチュレーション [CHALLENGER],https://rapzh.com/songs/11344909
国本剛章,タイトルBGM [STAR SOLDIER],https://rapzh.com/songs/11344910
国本剛章,ミッションコンプリート(ゲームオーバー) [STAR SOLDIER],https://rapzh.com/songs/11344911
国本剛章,HISTORY 1 [HECTOR '87],https://rapzh.com/songs/11344912
国本剛章,(ビッグ)スターブレイン~エスケープ [STAR SOLDIER],https://rapzh.com/songs/11344913
国本剛章,タイトルBGM [HECTOR '87],https://rapzh.com/songs/11344914
国本剛章,ヘクターボーナス [HECTOR '87],https://rapzh.com/songs/11344915
国本剛章,HISTORY 3/5 [HECTOR '87],https://rapzh.com/songs/11344916
国本剛章,ボス [HECTOR '87],https://rapzh.com/songs/11344917
国本剛章,ステージクリア [STAR SOLDIER],https://rapzh.com/songs/11344918
国本剛章,ステージクリア [HECTOR '87],https://rapzh.com/songs/11344919
谷岡久美,神代より伝わりし伝承,https://rapzh.com/songs/2410268
谷岡久美,End of JUDGEMENT,https://rapzh.com/songs/3059818
谷岡久美,End of OVERTURE,https://rapzh.com/songs/3059813
谷岡久美,ハイラルを望む -厄災過ぎし後-,https://rapzh.com/songs/4927864
谷岡久美,ハイラルを望む -来るべき戦いに備えて-,https://rapzh.com/songs/4927865
谷岡久美,スタッフロール,https://rapzh.com/songs/4927866
谷岡久美,平和な日常,https://rapzh.com/songs/5835668
谷岡久美,Ring of Fates,https://rapzh.com/songs/6488431
谷岡久美,オープニング,https://rapzh.com/songs/6571397
谷岡久美,英傑ダルケルのテーマ,https://rapzh.com/songs/6571398
谷岡久美,ハイラル平原の戦い,https://rapzh.com/songs/6571404
谷岡久美,英傑ミファーのテーマ,https://rapzh.com/songs/6571407
谷岡久美,ゼルダ無双 厄災の黙示録・メインテーマ,https://rapzh.com/songs/6571409
谷岡久美,戦記,https://rapzh.com/songs/6571410
谷岡久美,ゼルダ無双 厄災の黙示録・メインテーマ・アナザーバージョン,https://rapzh.com/songs/6571411
谷岡久美,ガーディアンの脅威,https://rapzh.com/songs/6571412
谷岡久美,ハイラルを望む -厄災-,https://rapzh.com/songs/6571413
谷岡久美,英傑リーバルのテーマ,https://rapzh.com/songs/6571435
谷岡久美,旋風の射手リーバル,https://rapzh.com/songs/6571436
谷岡久美,英傑ウルボザのテーマ,https://rapzh.com/songs/6571437
谷岡久美,時を超えての邂逅(ルージュ・テバ),https://rapzh.com/songs/6571438
谷岡久美,時を超えての邂逅(シド・ユン坊),https://rapzh.com/songs/6571439
谷岡久美,神獣 ヴァ・ルッタと共に,https://rapzh.com/songs/6571440
谷岡久美,ゼルダの子守歌(古の聲),https://rapzh.com/songs/6571441
成毛美智子,Mad Monster Mansion,https://rapzh.com/songs/2873498
成毛美智子,あなたがそうなの? (LastBoss),https://rapzh.com/songs/2411992
成毛美智子,君が咲かせた花,https://rapzh.com/songs/4814001
成毛美智子,ソウルに行こう! (餓狼伝説2),https://rapzh.com/songs/2835565
成毛美智子,Intro of GODWAVE,https://rapzh.com/songs/3059844
成毛美智子,Battle of GODWAVE,https://rapzh.com/songs/3059845
成毛美智子,花吹雪 (1面),https://rapzh.com/songs/4671625
成毛美智子,咆哮,https://rapzh.com/songs/4813963
成毛美智子,ファルガイアの風,https://rapzh.com/songs/4813965
成毛美智子,預けた背中,https://rapzh.com/songs/4813967
成毛美智子,エンカウント!,https://rapzh.com/songs/4813969
成毛美智子,Condition Green,https://rapzh.com/songs/4813970
成毛美智子,冒険への誘い,https://rapzh.com/songs/4813983
成毛美智子,変事,https://rapzh.com/songs/4813987
成毛美智子,Next Memories,https://rapzh.com/songs/4814000
成毛美智子,遥かな空間へ (off vocal ver),https://rapzh.com/songs/3059887
成毛美智子,真・女神転生「銀座」,https://rapzh.com/songs/4453213
成毛美智子,Million Memories (inst version),https://rapzh.com/songs/4813961
成毛美智子,all alone in the world,https://rapzh.com/songs/4813964
成毛美智子,渡り鳥は征く,https://rapzh.com/songs/4813968
成毛美智子,黒と赤に染まる絶望,https://rapzh.com/songs/4813972
成毛美智子,古の呼び声,https://rapzh.com/songs/4813973
成毛美智子,ふくれあがる悪意,https://rapzh.com/songs/4813984
成毛美智子,未来への希望,https://rapzh.com/songs/4813985
秋月須清,絶対的強者,https://rapzh.com/songs/12235832
秋月須清,凪の小夜曲,https://rapzh.com/songs/12745368
秋月須清,迷える2人,https://rapzh.com/songs/8647036
秋月須清,久遠台ノスタルジア,https://rapzh.com/songs/8852424
秋月須清,手を繋ぎながら,https://rapzh.com/songs/10256311
秋月須清,そして明日へ,https://rapzh.com/songs/11709823
秋月須清,さよならは言わないよ,https://rapzh.com/songs/11709828
秋月須清,ゆるく起きた朝には,https://rapzh.com/songs/11709833
秋月須清,Creeping One,https://rapzh.com/songs/11775351
秋月須清,Lucky Dirty Boy,https://rapzh.com/songs/11776054
秋月須清,宿命,https://rapzh.com/songs/12235782
秋月須清,前門の虎、後門の狼,https://rapzh.com/songs/12235784
秋月須清,島津流弓霊術,https://rapzh.com/songs/12235786
秋月須清,顕現,https://rapzh.com/songs/12235795
秋月須清,Grudge & Rage,https://rapzh.com/songs/12235798
秋月須清,青春はクレープシュゼットより甘く,https://rapzh.com/songs/12732520
秋月須清,「終わらない物語」 (short Ver.) / OP曲,https://rapzh.com/songs/12745147
秋月須清,「Promise」 (short Ver.) / ED曲,https://rapzh.com/songs/12745150
秋月須清,「Von Ljosalfr ~光の妖精より~」 (short Ver.) / グランドED曲,https://rapzh.com/songs/12745156
秋月須清,セカイのすべて,https://rapzh.com/songs/12745287
秋月須清,這い寄る絶望,https://rapzh.com/songs/12745288
秋月須清,裸足の天使達,https://rapzh.com/songs/12745289
秋月須清,心も身体も,https://rapzh.com/songs/12881353
秋月須清,Schwarze Nacht,https://rapzh.com/songs/13580344
林可昕,分手信,https://rapzh.com/songs/2480450
林可昕,分手信 (伴奏),https://rapzh.com/songs/2480451
林可昕,这么喜欢我,https://rapzh.com/songs/7823816
林可昕,暖情歌,https://rapzh.com/songs/10746581
林可昕,妈妈,https://rapzh.com/songs/10757234
林可昕,情非虚构,https://rapzh.com/songs/12348109
林可昕,不知道,https://rapzh.com/songs/14601210
林可昕,冷月亮,https://rapzh.com/songs/15399339
松岡禎丞,終わりなきパンツ,https://rapzh.com/songs/4164522
松岡禎丞,君と続く物語,https://rapzh.com/songs/4164497
松岡禎丞,終わりなきパンツ(OFF VOCAL),https://rapzh.com/songs/4164523
松岡禎丞,エピローグ,https://rapzh.com/songs/4164467
松岡禎丞,廻る想いと今,https://rapzh.com/songs/4164498
松岡禎丞,Love is @ U.F.O,https://rapzh.com/songs/4164456
松岡禎丞,Wake Up HERO! -instrumental-,https://rapzh.com/songs/4164457
松岡禎丞,一の鳥居～楼門,https://rapzh.com/songs/4164459
松岡禎丞,御本殿周辺,https://rapzh.com/songs/4164463
松岡禎丞,プロローグ,https://rapzh.com/songs/4164458
松岡禎丞,御本殿前,https://rapzh.com/songs/4164464
松岡禎丞,メクルメク修羅道,https://rapzh.com/songs/4164468
松岡禎丞,メクルメク修羅道 (Instrumental),https://rapzh.com/songs/4164471
松岡禎丞,EVERLASTING DAYS(Kazama Ver.),https://rapzh.com/songs/4164478
松岡禎丞,ENJOYMENT(instrumental),https://rapzh.com/songs/4164479
松岡禎丞,トラック 2,https://rapzh.com/songs/4164514
松岡禎丞,トラック 3,https://rapzh.com/songs/4164515
松岡禎丞,ミニドラマ「売れる為なら」,https://rapzh.com/songs/4164524
松岡禎丞,Recovering the courage,https://rapzh.com/songs/4592342
松岡禎丞,Wake Up H×ERO!,https://rapzh.com/songs/4164454
松岡禎丞,Ocean,https://rapzh.com/songs/4164455
松岡禎丞,東向観音寺,https://rapzh.com/songs/4164460
松岡禎丞,紅梅殿,https://rapzh.com/songs/4164461
松岡禎丞,宝物殿,https://rapzh.com/songs/4164462
你的寒王,抄袭我的酷但你没我那么帅,https://rapzh.com/songs/2558354
你的寒王,我不信命,https://rapzh.com/songs/4615618
你的寒王,和我一起开怀大笑,https://rapzh.com/songs/4615619
你的寒王,江湖人,https://rapzh.com/songs/4615620
你的寒王,嚣张,https://rapzh.com/songs/7330502
你的寒王,扛把子,https://rapzh.com/songs/7853097
你的寒王,社会寒王,https://rapzh.com/songs/8612189
你的寒王,三条人,https://rapzh.com/songs/9213984
你的寒王,一直往前走 Keep Going,https://rapzh.com/songs/9391716
你的寒王,东北押韵王,https://rapzh.com/songs/11490781
你的寒王,年轻气盛,https://rapzh.com/songs/11594138
你的寒王,寒王驾到了,https://rapzh.com/songs/11944325
你的寒王,绿林好汉,https://rapzh.com/songs/14103290
你的寒王,押韵机器,https://rapzh.com/songs/14103291
你的寒王,你的寒王,https://rapzh.com/songs/14209238
你的寒王,铁岭市的王,https://rapzh.com/songs/14736347
你的寒王,ɪ ᴅᴏɴᴛ ᴡᴀɴɴᴀ ʙᴇ sᴀᴅ.,https://rapzh.com/songs/41372072
你的寒王,命护辽宁,https://rapzh.com/songs/41687890
梶原正裕,Against Black Shadow [ACT 6-1]【OPNA版】,https://rapzh.com/songs/2837177
梶原正裕,涙の子守唄~Before~ [ACT 4 End Visual]【OPNA版】,https://rapzh.com/songs/2837170
梶原正裕,魔の波動 [ACT 6-3]【OPNA版】,https://rapzh.com/songs/2837179
梶原正裕,涙の子守唄~Before~ [ACT 4 End Visual]【OPN版】,https://rapzh.com/songs/2837132
梶原正裕,Against Black Shadow [ACT 6-1]【OPN版】,https://rapzh.com/songs/2837139
梶原正裕,Tears in Battle [ACT 6-2]【OPN版】,https://rapzh.com/songs/2837140
梶原正裕,魔の波動 [ACT 6-3]【OPN版】,https://rapzh.com/songs/2837141
梶原正裕,Sentimental Soldier [ACT 2]【OPNA版】,https://rapzh.com/songs/2837163
