song_name	rapper	url
アタシポンコツアンドロイド (オリジナル・カラオケ)	佐々木朋子	https://rapzh.com/songs/8714857
Splattack! (スプラトゥーン)	土屋昇平	https://rapzh.com/songs/6910249
バブルボブル2ラスボス (Bondage Schoolgirls Torture Bootleg Remix)	神尾憲一	https://rapzh.com/songs/8991975
いかした想い出	神尾憲一	https://rapzh.com/songs/11134510
长青	黄唯铭	https://rapzh.com/songs/41703514
一九九七	黄唯铭	https://rapzh.com/songs/41704974
Your Eyes	赵贝尔	https://rapzh.com/songs/41705165
Tyro	高田征典	https://rapzh.com/songs/9286283
Land of Innocence~希望の大地~	中村幸代	https://rapzh.com/songs/4569737
溶かされた大地	中村幸代	https://rapzh.com/songs/4569744
Morning Glory	中村幸代	https://rapzh.com/songs/4569711
Mercy	中村幸代	https://rapzh.com/songs/4569718
Soleil	中村幸代	https://rapzh.com/songs/4569726
Story of the Tree	中村幸代	https://rapzh.com/songs/4569738
Libertus	中村幸代	https://rapzh.com/songs/4569742
Poem1~水面	中村幸代	https://rapzh.com/songs/4569748
One Voice of Love	中村幸代	https://rapzh.com/songs/4569752
Message from the wind	中村幸代	https://rapzh.com/songs/4569755
手纸	中村幸代	https://rapzh.com/songs/4569762
「Lemon」marimba ft.kalimba	司鼓君	https://rapzh.com/songs/6047305
「彩云追月」电音遇上二胡 feat.柠露	司鼓君	https://rapzh.com/songs/6630245
《钢铁洪流进行曲》二胡与管弦交响乐	司鼓君	https://rapzh.com/songs/6630275
「纸短情长」kalimba ft.ukulele	司鼓君	https://rapzh.com/songs/6726274
「等你下课」marimba ft.cajon&asalato	司鼓君	https://rapzh.com/songs/6726355
「Sincerely」marimba（《紫罗兰永恒花园》OP ）	司鼓君	https://rapzh.com/songs/6773584
平静荒野 (伴奏)	邵元	https://rapzh.com/songs/12736902
EDドラマ (退場)	大坪由佳	https://rapzh.com/songs/4609048
OPドラマ (ステージ登場)	大坪由佳	https://rapzh.com/songs/4609044
GO!GO!ミラクる[からおけ]	大坪由佳	https://rapzh.com/songs/4609051
ED(ミニドラマ)	大坪由佳	https://rapzh.com/songs/4609056
Back Up For you (Instrumental)	大坪由佳	https://rapzh.com/songs/4609042
寄り添ってあげたい (Instrumental)	大坪由佳	https://rapzh.com/songs/4609043
ドラマ (MCコーナー)	大坪由佳	https://rapzh.com/songs/4609046
せいぎのキョッピー!![からおけ]	大坪由佳	https://rapzh.com/songs/4609052
OP(ミニドラマ)	大坪由佳	https://rapzh.com/songs/4609053
ドラマ「直往邁進な、その男」	佐藤拓也	https://rapzh.com/songs/4608978
Answer -off vocal-	佐藤拓也	https://rapzh.com/songs/4608982
新たな誓い	佐藤拓也	https://rapzh.com/songs/6459515
空汰の観察メモ〜腹黒・引きこもり・むっつり編〜	佐藤拓也	https://rapzh.com/songs/6459516
学園ノルン -修学旅行編-	佐藤拓也	https://rapzh.com/songs/6459517
Meeting of the World II ~宇宙人と妖精さんも来袭~	浪川大輔	https://rapzh.com/songs/5606075
キャストコメント	浪川大輔	https://rapzh.com/songs/5606080
キャストコメント -次回CDの内容が少しだけわかるかも- - 浪川大輔;高橋広樹;安元洋貴;小西克幸;杉山紀彰;小野坂昌也;高戸靖広;笹沼晃;武内健;谷山紀章	浪川大輔	https://rapzh.com/songs/5606081
Inter Mission ~世界戦队G5結成~	浪川大輔	https://rapzh.com/songs/5606082
日本と文型開化の足音	浪川大輔	https://rapzh.com/songs/5606083
Meeting of the World I ~世.界.各国登場~	浪川大輔	https://rapzh.com/songs/5606085
祈織 ~キャストコメント~	浪川大輔	https://rapzh.com/songs/6042447
祈織	浪川大輔	https://rapzh.com/songs/7712925
サクラコ☆いんとろでゅーす[からおけ]	加藤英美里	https://rapzh.com/songs/4802826
マ/ジ/ンBUSTER![からおけ]	加藤英美里	https://rapzh.com/songs/4802827
きらいっぱい×すきいっぱい[からおけ]	加藤英美里	https://rapzh.com/songs/4802832
でもでもバレバレだ!?[からおけ]	加藤英美里	https://rapzh.com/songs/4802833
恋のダブルパンチ(からおけ)	加藤英美里	https://rapzh.com/songs/4802837
よしなしOKI☆DOKI(からおけ)	加藤英美里	https://rapzh.com/songs/4802838
百華綺譚	杉浦勇紀	https://rapzh.com/songs/4928114
言の葉	杉浦勇紀	https://rapzh.com/songs/5996966
慮れば恋	杉浦勇紀	https://rapzh.com/songs/7213946
SHIN	杉浦勇紀	https://rapzh.com/songs/7951257
DIABOLIK WOLF'S	杉浦勇紀	https://rapzh.com/songs/7951258
崩壊ペシミズム	杉浦勇紀	https://rapzh.com/songs/7951262
決戦、暗黒運命黙示録	杉浦勇紀	https://rapzh.com/songs/7951265
絶対的な闇 Dark Fate	杉浦勇紀	https://rapzh.com/songs/7951267
如愿	杜明修	https://rapzh.com/songs/12351529
新しい匂い	浅野隼人	https://rapzh.com/songs/6026558
予兆	浅野隼人	https://rapzh.com/songs/6027640
溢れ出た感情	浅野隼人	https://rapzh.com/songs/6273329
ferim de Tsukito	浅野隼人	https://rapzh.com/songs/6279061
ferim de Grenstrats	浅野隼人	https://rapzh.com/songs/6279062
ferim de Grenstrats-N	浅野隼人	https://rapzh.com/songs/6279063
再向虎山行（Prod by YcCi）	Zack赵云卓	https://rapzh.com/songs/6080094
720	Zack赵云卓	https://rapzh.com/songs/11653222
三点几了，饮茶先啦！	VESK GREEN 青菜	https://rapzh.com/songs/4814297
24kGoldn-Mood (VESK GREEN 青菜 Bootleg)（VESK GREEN 青菜 remix）	VESK GREEN 青菜	https://rapzh.com/songs/4814300
BASS NEVER DIE (VESK GREEN 青菜 Remix)	VESK GREEN 青菜	https://rapzh.com/songs/4697501
Everybody Fckin' Uhh! （大伙都听嗯了！)	VESK GREEN 青菜	https://rapzh.com/songs/4814298
silence.	VESK GREEN 青菜	https://rapzh.com/songs/4814301
IN MY DREAM (VESK GREEN Remark)	VESK GREEN 青菜	https://rapzh.com/songs/4481796
Crowd Hard	VESK GREEN 青菜	https://rapzh.com/songs/4623050
Porter Robinson-Let Sad Machine Love You (VESK GREEN 青菜 Edit)（VESK GREEN 青菜 remix）	VESK GREEN 青菜	https://rapzh.com/songs/4814299
Hit Em (VESK GREEN Remix)	VESK GREEN 青菜	https://rapzh.com/songs/5059629
Crack It Up	VESK GREEN 青菜	https://rapzh.com/songs/5069663
Nothing can hold us down (VESK GREEN REMIX)	VESK GREEN 青菜	https://rapzh.com/songs/5101509
Jason Yan - Tomb (VESK GREEN REMIX)	VESK GREEN 青菜	https://rapzh.com/songs/5103158
可能性の少女 (Instrumental Ver.)	塚越雄一朗	https://rapzh.com/songs/4836663
お願い★エレキ様	塚越雄一朗	https://rapzh.com/songs/7133525
湯沸かし戦隊湯沸かし器！	塚越雄一朗	https://rapzh.com/songs/7199817
狂詩曲十三番 紫炎ノ王	塚越雄一朗	https://rapzh.com/songs/40861985
Mother【向金曲歌王们致敬的7分钟大合唱】（翻自 VOICES FROM MARS）	CZT_吃枕头	https://rapzh.com/songs/4925616
叮叮梆梆	白允y	https://rapzh.com/songs/15537960
一万个爱你的理由	白允y	https://rapzh.com/songs/41704220
陈奕迅-10年remix（prod by 1st神童）（寳之林 remix）	寳之林	https://rapzh.com/songs/7217360
Trap School陷阱学校	寳之林	https://rapzh.com/songs/7852684
宋岳庭 - lifes a struggle remix（寳之林 remix）	寳之林	https://rapzh.com/songs/7852686
Nobody Listen	寳之林	https://rapzh.com/songs/10076505
Trap School（无鼓）	寳之林	https://rapzh.com/songs/10076506
ラッピン・セド (『ソウルフル・ワールド』より)	木村昴	https://rapzh.com/songs/5480368
IRON HORSE -No Mark REMIX (仮)	般若	https://rapzh.com/songs/4606403
無理	般若	https://rapzh.com/songs/5167799
ビルの向こう Pro. PENTAXX.B.F	般若	https://rapzh.com/songs/5167898
阳が升れば feat. JAY'ED Pro. JASHWON for B.C.D.M	般若	https://rapzh.com/songs/5167899
My Way	般若	https://rapzh.com/songs/5168189
朝、目が覚めて	般若	https://rapzh.com/songs/5168190
New York	般若	https://rapzh.com/songs/5168191
三匹が斬る!!	般若	https://rapzh.com/songs/5168192
月が散りそう	般若	https://rapzh.com/songs/5366458
やってやる	般若	https://rapzh.com/songs/5366459
teenager's pray	般若	https://rapzh.com/songs/5636980
倍ヤバイ (feat. 田我流, ZONE THE DARKNESS & SHINGO☆西成)	般若	https://rapzh.com/songs/5704180
カス	般若	https://rapzh.com/songs/6003991
AND…YOU DON'T STOP	般若	https://rapzh.com/songs/7941148
土砂降りでも	般若	https://rapzh.com/songs/8625021
寝言	般若	https://rapzh.com/songs/9048669
コンサート	般若	https://rapzh.com/songs/9137428
Orc: 片翼の天使 −再生−	西木康智	https://rapzh.com/songs/4516101
나는 괜찮아요 (Inst.)	李艺俊	https://rapzh.com/songs/6397109
Miracle (Inst.)	李艺俊	https://rapzh.com/songs/8249475
Hush.(Prod by LFresh） 伴奏	Lil.Black潘泓宇	https://rapzh.com/songs/4847344
分手了	苏一音	https://rapzh.com/songs/11374690
低音慢摇（DJ版）	安筱冷	https://rapzh.com/songs/4796961
潮嗨硬曲（DJ版）	安筱冷	https://rapzh.com/songs/4796960
迪迦的光（DJ版）	安筱冷	https://rapzh.com/songs/4796962
心中无女人 拔刀自然神(Perfect Mix)	安筱冷	https://rapzh.com/songs/4796971
你的报应就是我 (DJ版)	安筱冷	https://rapzh.com/songs/4796956
你害怕大雨吗 (DJ版)	安筱冷	https://rapzh.com/songs/4796958
你瞒我瞒 (DJ版)	安筱冷	https://rapzh.com/songs/4796959
火花电锯（DJ版）	安筱冷	https://rapzh.com/songs/4796964
人生苦短（DJ版）	安筱冷	https://rapzh.com/songs/4796966
La la(抖音版)	安筱冷	https://rapzh.com/songs/4796970
无人能及	安筱冷	https://rapzh.com/songs/4796987
每个人都能快乐就好了	安筱冷	https://rapzh.com/songs/4796989
你到底忘了没有 (DJ版)	安筱冷	https://rapzh.com/songs/4796955
你的答案 (DJ版)	安筱冷	https://rapzh.com/songs/4796957
郭言郭语（DJ版）	安筱冷	https://rapzh.com/songs/4796963
精神硬曲（DJ版）	安筱冷	https://rapzh.com/songs/4796965
[約束] featuring 鴆	杉田智和	https://rapzh.com/songs/4460988
[約束] featuring 鴆 (Instrumental)	杉田智和	https://rapzh.com/songs/4460990
「ふわふわさん大好き」	杉田智和	https://rapzh.com/songs/4460854
バルサミック ムーンの魔力	杉田智和	https://rapzh.com/songs/6041503
Don't Let Go	Dk澄	https://rapzh.com/songs/6566411
トライダーG7のテーマ (カラオケ)	茅蔵人	https://rapzh.com/songs/12933981
俺は社長だ (カラオケ)	茅蔵人	https://rapzh.com/songs/12933982
群星-时代在召唤80sDisco Remix（Khun刘坤 remix）	Khun刘坤	https://rapzh.com/songs/5019836
梦境回归现实	Khun刘坤	https://rapzh.com/songs/8975504
Howie Lee-Cloud Lamps（Khun刘坤 Remix）	Khun刘坤	https://rapzh.com/songs/9440182
月光如水	天秤Dav	https://rapzh.com/songs/5351834
04.#KEEPITUP	天秤Dav	https://rapzh.com/songs/5351835
Lattimore	天秤Dav	https://rapzh.com/songs/6530943
Rosy	天秤Dav	https://rapzh.com/songs/6530965
Boundless	天秤Dav	https://rapzh.com/songs/6531009
#8 - Tuyo*	天秤Dav	https://rapzh.com/songs/6531043
#7 - Misty＊	天秤Dav	https://rapzh.com/songs/6531044
#6 - Rein Carnation＊	天秤Dav	https://rapzh.com/songs/6531045
#5 - Vivir por Vivir＊	天秤Dav	https://rapzh.com/songs/6531046
恋爱选我我超甜（伴奏）	凤求凰原创音乐	https://rapzh.com/songs/6462835
호랑나비	金兴国	https://rapzh.com/songs/8763907
호랑나비	金兴国	https://rapzh.com/songs/14121263
59년 왕십리	金兴国	https://rapzh.com/songs/14205305
황혼의 바닷가	金兴国	https://rapzh.com/songs/14205307
흔들흔들	金兴国	https://rapzh.com/songs/14205308
사랑했나봐	金兴国	https://rapzh.com/songs/14205310
잊어버리세요	金兴国	https://rapzh.com/songs/14205311
눈물흐르네	金兴国	https://rapzh.com/songs/14205312
정아	金兴国	https://rapzh.com/songs/14205313
너의 미소	金兴国	https://rapzh.com/songs/14205314
으아~	金兴国	https://rapzh.com/songs/14205315
사나이 가는 길	金兴国	https://rapzh.com/songs/14205316
달마산길	金兴国	https://rapzh.com/songs/14205317
레게파티	金兴国	https://rapzh.com/songs/41359388
호랑나비	金兴国	https://rapzh.com/songs/10233427
새침떼기	金兴国	https://rapzh.com/songs/14205306
창백한 꽃잎	金兴国	https://rapzh.com/songs/14205309
오늘은 좋은날	金兴国	https://rapzh.com/songs/14850579
初恋コントラスト (instrumental)	八代拓	https://rapzh.com/songs/4474409
サイレンブルー (instrumental)	八代拓	https://rapzh.com/songs/4474408
プレイタの傷(yuzen remix instrumental)	八代拓	https://rapzh.com/songs/5829074
プレイタの傷(KTG remix instrumental)	八代拓	https://rapzh.com/songs/5829075
キズナ~ゴーバスターズ! (ショートサイズ)	高橋広樹	https://rapzh.com/songs/3133676
ちゅんたか! (TV SIZE) (Instrumental)	高橋広樹	https://rapzh.com/songs/4474413
Meeting of the World II ~宇宙人と妖精さんも来袭~	高橋広樹	https://rapzh.com/songs/5606075
キャストコメント	高橋広樹	https://rapzh.com/songs/5606080
キャストコメント -次回CDの内容が少しだけわかるかも- - 浪川大輔;高橋広樹;安元洋貴;小西克幸;杉山紀彰;小野坂昌也;高戸靖広;笹沼晃;武内健;谷山紀章	高橋広樹	https://rapzh.com/songs/5606081
Inter Mission ~世界戦队G5結成~	高橋広樹	https://rapzh.com/songs/5606082
日本と文型開化の足音	高橋広樹	https://rapzh.com/songs/5606083
Meeting of the World I ~世.界.各国登場~	高橋広樹	https://rapzh.com/songs/5606085
ちゅんたか! (Instrumental)	高橋広樹	https://rapzh.com/songs/4474412
A HAPPY NEW YEAR	高橋広樹	https://rapzh.com/songs/5606084
ミニドラマ“イギリスと日本の妖怪文化”	高橋広樹	https://rapzh.com/songs/5606106
ミニドラマ“ポスター作ったよ!”	高橋広樹	https://rapzh.com/songs/5606107
HONGKONG PM12:00 1/JAPAN	藤田靖明	https://rapzh.com/songs/1379918
JAPAN PM	藤田靖明	https://rapzh.com/songs/1379941
FRANCE PM	藤田靖明	https://rapzh.com/songs/1379926
OPENING1	藤田靖明	https://rapzh.com/songs/1379906
ITALY PM12-00 1	藤田靖明	https://rapzh.com/songs/1379935
ALL ROUND CLEAR	藤田靖明	https://rapzh.com/songs/1379944
OPENING2	藤田靖明	https://rapzh.com/songs/1379909
HONGKONG PM12:00 2/HOLLAND/FRANCE/JAPAN	藤田靖明	https://rapzh.com/songs/1379921
PAUSE	藤田靖明	https://rapzh.com/songs/1379948
CONTINUE	藤田靖明	https://rapzh.com/songs/1379951
ITALY PM12:00 2/JAPAN	藤田靖明	https://rapzh.com/songs/1379938
CHARACTER SELECT	藤田靖明	https://rapzh.com/songs/1379912
ROUND START	藤田靖明	https://rapzh.com/songs/1379915
ENDING	藤田靖明	https://rapzh.com/songs/1379946
UNUSED TRACK2	藤田靖明	https://rapzh.com/songs/1379956
ROUND CLEAR	藤田靖明	https://rapzh.com/songs/1379924
ROUND4 INDUSTRIAL AREA1	藤田靖明	https://rapzh.com/songs/1379665
ENGLAND PM	藤田靖明	https://rapzh.com/songs/1379932
UNUSED TRACK1	藤田靖明	https://rapzh.com/songs/1379953
BONUS STAGE	藤田靖明	https://rapzh.com/songs/1379929
CAPCOM LOGO	藤田靖明	https://rapzh.com/songs/1379904
ENDING (GAME OVER) - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426659
BGM 1 (Mission 1-1) - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426650
CREDIT~MISSION START - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426649
MISSION CLEAR - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426654
BOSS 1 - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426653
BGM 4 (Mission 2-2) - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426657
BGM 3 (Mission 2-1) - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426656
STAGE CLEAR - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426651
BOSS 2 - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426658
BGM 2 (Mission 1-2) - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426652
BONUS STAGE - 忍 -SHINOBI- (AC版)	川上泰広	https://rapzh.com/songs/426655
星と星のあいだ	井上芳雄	https://rapzh.com/songs/4777961
わたしは青空	井上芳雄	https://rapzh.com/songs/12941203
星から降る金（Gold von den Sternen）～モーツァルト！～	井上芳雄	https://rapzh.com/songs/13302196
会いたくて	井上芳雄	https://rapzh.com/songs/14037501
静かな夜	井上芳雄	https://rapzh.com/songs/41662655
Daisy Chain	大久保博	https://rapzh.com/songs/5450913
INTO THE LIGHT (feat. SAK.) [Nhato Remix]	大久保博	https://rapzh.com/songs/6294711
25 meters	大久保博	https://rapzh.com/songs/6774019
Sweet-Sour	大久保博	https://rapzh.com/songs/6846998
Luminus Flux	大久保博	https://rapzh.com/songs/6873226
MarsOcean	大久保博	https://rapzh.com/songs/6907171
Clear Memories (feat. SAK.)	大久保博	https://rapzh.com/songs/7201602
Into The Light (feat. SAK.)	大久保博	https://rapzh.com/songs/7201605
INTO THE LIGHT (feat. SAK.) [Nhato Remix]	大久保博	https://rapzh.com/songs/7201612
Beautiful Colors (feat. SAK.) [J99 Batucada de Tucano Mix]	大久保博	https://rapzh.com/songs/7543476
Clear Memories (feat. SAK.) [Junichi Nakatsuru Remix]	大久保博	https://rapzh.com/songs/7543477
Clear Memories (feat. SAK.) [NITE SYSTEM Remix]	大久保博	https://rapzh.com/songs/7859160
预谋	尚士达	https://rapzh.com/songs/4923438
幸福背影	彭海桐	https://rapzh.com/songs/6483871
Surrender (it doesn't matter)	彭海桐	https://rapzh.com/songs/6496298
无人之岛	马也_Crabbit	https://rapzh.com/songs/5005352
勇气	马也_Crabbit	https://rapzh.com/songs/5137266
安慰与希望(教堂惨剧)	陈其钢	https://rapzh.com/songs/877729
安魂曲与救赎(李教官和孩子们)	陈其钢	https://rapzh.com/songs/877736
天上来的声音(约翰与孩子们的对话)	陈其钢	https://rapzh.com/songs/877750
秦淮景(姐妹之间)	陈其钢	https://rapzh.com/songs/877756
安慰与希望(投奔光明)	陈其钢	https://rapzh.com/songs/877766
救赎	陈其钢	https://rapzh.com/songs/877732
爱情主题(片尾)	陈其钢	https://rapzh.com/songs/877768
회색정원	房胜哲	https://rapzh.com/songs/2890345
2+1 (feat. 하늘)	房胜哲	https://rapzh.com/songs/2890337
소녀는 달에 물들고	房胜哲	https://rapzh.com/songs/2890338
일요일 오후	房胜哲	https://rapzh.com/songs/2890340
외계인이 잡아간 독수리	房胜哲	https://rapzh.com/songs/2890353
섭이의 모험 (버려진 강아지)	房胜哲	https://rapzh.com/songs/2890349
외로움, 너를 떠나 버렸어	房胜哲	https://rapzh.com/songs/2890351
Time (Piano-이화)	房胜哲	https://rapzh.com/songs/2890355
War is over	房胜哲	https://rapzh.com/songs/2890341
I Got It All	房胜哲	https://rapzh.com/songs/2890342
Friday Night (처음 본 이에게 너는....)	房胜哲	https://rapzh.com/songs/2890343
소유란 건..(Noissessop)	房胜哲	https://rapzh.com/songs/2890346
Time	房胜哲	https://rapzh.com/songs/2890354
새끼 고양이	房胜哲	https://rapzh.com/songs/2890356
내가 버린 그는	房胜哲	https://rapzh.com/songs/2890344
Crazy For You	房胜哲	https://rapzh.com/songs/2890347
벙어리 아버지	房胜哲	https://rapzh.com/songs/2890350
Tiresome (지겨운 레슨 시간)	房胜哲	https://rapzh.com/songs/2890352
The Butterfly Lovers Violin Concerto	吕思清	https://rapzh.com/songs/1338927
Suiyuan Suite (Inner Mongolia Suite): II. Nostalgia (arr. Ruey-Chen Wu for violin and Chinese orchestra)	吕思清	https://rapzh.com/songs/1338821
Tambourin chinois, Op. 3 (arr. Simon Su Leong Kong for violin and Chinese orchestra)	吕思清	https://rapzh.com/songs/1338810
Legende, Op. 17 (arr. Chenwei Wang for violin and Chinese orchestra)	吕思清	https://rapzh.com/songs/1338813
The Butterfly Lovers Violin Concerto (arr. Yiu-Kwong Chung for violin and Chinese orchestra): I. Falling in Love: Adagio cantabile	吕思清	https://rapzh.com/songs/1338822
The Butterfly Lovers Violin Concerto (arr. Yiu-Kwong Chung for violin and Chinese orchestra): III. Transformation: Andante cantabile	吕思清	https://rapzh.com/songs/1338826
Pastoral (version for for violin and orchestra): Pastoral	吕思清	https://rapzh.com/songs/1338929
Carmen Fantasy, Op. 25 (after G. Bizet):Moderato	吕思清	https://rapzh.com/songs/1338980
非常特别 (伴奏)	吴泽林	https://rapzh.com/songs/1714808
Return (伴奏)	吴泽林	https://rapzh.com/songs/1714805
我想和你唱 (Live)	吴泽林	https://rapzh.com/songs/41739700
雾之恋	冯翰铭	https://rapzh.com/songs/2728677
我的亲爱	冯翰铭	https://rapzh.com/songs/2728680
缱绻星光下	冯翰铭	https://rapzh.com/songs/2728674
告别校园时	冯翰铭	https://rapzh.com/songs/2728684
蓝雨	冯翰铭	https://rapzh.com/songs/2728678
告别校园时	冯翰铭	https://rapzh.com/songs/2728675
知己知彼	冯翰铭	https://rapzh.com/songs/2728676
你亲爱的 (Instrumental)	冯翰铭	https://rapzh.com/songs/2728679
情人	冯翰铭	https://rapzh.com/songs/2728682
事件视界 (Instrumental)	冯翰铭	https://rapzh.com/songs/2728683
이 노래만 (Inst.)	俞宙	https://rapzh.com/songs/1881098
Falling (Inst.)	俞宙	https://rapzh.com/songs/4841626
思如雪 (伴奏)	董真	https://rapzh.com/songs/1551229
花间误 (伴奏)	董真	https://rapzh.com/songs/1551220
花间误 (伴奏)	董真	https://rapzh.com/songs/1551212
花间误	董真	https://rapzh.com/songs/1551206
伝説の勇者~心はひとつ	岩崎文紀	https://rapzh.com/songs/1298102
あの人たちのために、私は歌います	岩崎文紀	https://rapzh.com/songs/1297347
グレート・ダ・ガーンGX	岩崎文紀	https://rapzh.com/songs/1298148
そんでもって KISS	岩崎文紀	https://rapzh.com/songs/1297833
ムービー・桜舞う帝都	岩崎文紀	https://rapzh.com/songs/1631946
ディスクローター	岩崎文紀	https://rapzh.com/songs/1297965
シャドウ丸のテーマ	岩崎文紀	https://rapzh.com/songs/1298075
勝利へのプレパレーション	岩崎文紀	https://rapzh.com/songs/1298087
無敵!ダ・ガーンX	岩崎文紀	https://rapzh.com/songs/1298261
地上の戦士 (最終決戦バージョン）	岩崎文紀	https://rapzh.com/songs/1631925
煩悩ディストネーション	岩崎文紀	https://rapzh.com/songs/1297413
BURN THE RUN~竜馬のテーマ~(ショート・ヴァージョン)	岩崎文紀	https://rapzh.com/songs/1297984
ボクノユメ	岩崎文紀	https://rapzh.com/songs/1631932
Over The Rainbow Sunshine	岩崎文紀	https://rapzh.com/songs/1631980
霊力[CHI・KA・RA]	岩崎文紀	https://rapzh.com/songs/1297426
桜吹雪捕物帳	岩崎文紀	https://rapzh.com/songs/1297923
早乙女研究所にて	岩崎文紀	https://rapzh.com/songs/1297987
蘇る美神魔	岩崎文紀	https://rapzh.com/songs/1298007
使命を抱きしめて	岩崎文紀	https://rapzh.com/songs/1298095
ビオレッツェ要塞	岩崎文紀	https://rapzh.com/songs/1298141
いつもの街並	岩崎文紀	https://rapzh.com/songs/1298217
悪の襲来	岩崎文紀	https://rapzh.com/songs/1298224
地上の戦士 (オープニングバージョン)	岩崎文紀	https://rapzh.com/songs/1631887
Connect	赤髪	https://rapzh.com/songs/1729426
黒猫	赤髪	https://rapzh.com/songs/13671615
愛想 (애상)	许阁	https://rapzh.com/songs/2323317
Because Of You (Inst.)	许阁	https://rapzh.com/songs/2323299
너의 온기 (inst.)	许阁	https://rapzh.com/songs/2323296
흔한 이별 (Instrumental)	许阁	https://rapzh.com/songs/2323305
마지막으로 안아도 될까 (Inst.)	许阁	https://rapzh.com/songs/2323309
1234	姜贤敏	https://rapzh.com/songs/2283791
추억	姜贤敏	https://rapzh.com/songs/2283793
Can't Control	姜贤敏	https://rapzh.com/songs/2283795
Such	姜贤敏	https://rapzh.com/songs/2283797
그런 나 그런 너	姜贤敏	https://rapzh.com/songs/2283798
双手	姜贤敏	https://rapzh.com/songs/13484315
인형의 꿈 (Live)	姜贤敏	https://rapzh.com/songs/14462496
악몽 (Inst.)	龙俊亨	https://rapzh.com/songs/2339686
지나친 사랑은 해로워 (CD Only)	龙俊亨	https://rapzh.com/songs/2339678
그대로일까 (CD Only)	龙俊亨	https://rapzh.com/songs/2339679
피앙세 (fiancée) (Inst.)	郑俊英	https://rapzh.com/songs/1563926
明るい明日は…アルデンテ?	大橋恵	https://rapzh.com/songs/3133850
弱ったな~	大橋恵	https://rapzh.com/songs/3133688
Super Hero Time 2012	大橋恵	https://rapzh.com/songs/3133564
ヌーヴォ ヴァグラス	大橋恵	https://rapzh.com/songs/3133597
西日の英雄	大橋恵	https://rapzh.com/songs/3133840
同じ明日に向かって	大橋恵	https://rapzh.com/songs/3133574
氷の微笑み エスケイプ	大橋恵	https://rapzh.com/songs/3133609
エネトロン掠奪計画	大橋恵	https://rapzh.com/songs/3133651
男らしいっすね.	大橋恵	https://rapzh.com/songs/3133698
ワタシヲシンジテ	大橋恵	https://rapzh.com/songs/3133700
炎神戦隊ゴーオンジャー (TVサイズ)	大橋恵	https://rapzh.com/songs/3133844
絆の力で GO ON!	大橋恵	https://rapzh.com/songs/3133854
BUNBUN! BANGBANG! 劇場BANG!	大橋恵	https://rapzh.com/songs/3133862
魔城の姫	大橋恵	https://rapzh.com/songs/3133868
炎神大将軍 堂々出陣!!	大橋恵	https://rapzh.com/songs/3133873
別離~生まれた世界は違っても~	大橋恵	https://rapzh.com/songs/3133875
バスターズ レディーゴー! (インストゥルメンタル)	大橋恵	https://rapzh.com/songs/3133566
バスターマシン、発進せよ! (インストゥルメンタル)	大橋恵	https://rapzh.com/songs/3133572
たのむぜ相棒	大橋恵	https://rapzh.com/songs/3133573
遠い日の煌めき	大橋恵	https://rapzh.com/songs/3133575
カスタムバイザー セット!!!	大橋恵	https://rapzh.com/songs/3133580
オペレッタ《天国と地獄》序曲 (部分)	小林研一郎	https://rapzh.com/songs/6324819
交響詩「わが祖国」より「モルダウ」	小林研一郎	https://rapzh.com/songs/13021229
スッペ：《軽騎兵》序曲	小林研一郎	https://rapzh.com/songs/15596022
天国と地獄 〜序曲 (部分)	小林研一郎	https://rapzh.com/songs/15596044
オットー・ニコライ：《ウインザーの陽気な女房たち》序曲	小林研一郎	https://rapzh.com/songs/15596156
交響詩《ローマの噴水》 黄昏のメディチ荘の噴水	佐渡 裕	https://rapzh.com/songs/4264555
お菓子	佐渡 裕	https://rapzh.com/songs/4264560
失くなったもの	佐渡 裕	https://rapzh.com/songs/4264561
行商隊	佐渡 裕	https://rapzh.com/songs/4264565
月と泥棒	佐渡 裕	https://rapzh.com/songs/4264566
港の夜	佐渡 裕	https://rapzh.com/songs/4264571
鯨捕り	佐渡 裕	https://rapzh.com/songs/4264573
ベートーヴェン:交響曲第7番 イ長調 作品92 第4楽章 Allegro con brio	佐渡 裕	https://rapzh.com/songs/4264578
鳳凰が舞う - 印象､京都 石庭 金閣寺	佐渡 裕	https://rapzh.com/songs/4620666
Sudden Fiction(Increasing Tails)	佐渡 裕	https://rapzh.com/songs/4620689
交響曲第5番ﾎ短調Op.64(第4楽章 Finale:Andante maestoso-Allegro vivo)	佐渡 裕	https://rapzh.com/songs/4620695
交響詩《ローマの祭り》 チルチェンセス	佐渡 裕	https://rapzh.com/songs/4264548
